name,alias,iata,icao,call_sign,country,active,active_2,child_price_rate,
Jet Air,\N,,JEA,JETA,Poland,false,N,0.3,
Jet Air Group,\N,,JSI,SISTEMA,Russia,false,N,0.3,
Jet Airways,\N,9W,JAI,JET AIRWAYS,India,true,Y,0.3,
Jet Airways,\N,QJ,,,United States,true,Y,0.3,
Jet Aspen Air Lines,\N,,JTX,JET ASPEN,United States,false,N,0.3,
Jet Aviation,\N,,PJS,JETAVIATION,Switzerland,false,N,0.3,
Jet Aviation Business Jets,\N,,BZF,BIZFLEET,United States,false,N,0.3,
Jet Center Flight Training,\N,,JCF,JET CENTER,Spain,false,N,0.3,
Jet Charter,\N,,JCT,JET CHARTER,United States,false,N,0.3,
Jetclub,\N,0J,,,Switzerland,false,N,0.3,
Jet Connection,\N,,JCX,JET CONNECT,Germany,false,N,0.3,
Jet Courier Service,\N,,DWW,DON JUAN,United States,false,N,0.3,
Jet East International,\N,,JED,JET EAST,United States,false,N,0.3,
Jet Executive International Charter,\N,,JEI,JET EXECUTIVE,Germany,false,N,0.3,
Jet Fighter Flights,\N,,RZA,RAZOR,Australia,false,N,0.3,
Jet Freighters,\N,,CFT,CASPER FREIGHT,United States,false,N,0.3,
Jet G&D Aviation,\N,,JGD,JET GEE-AND-DEE,Israel,false,N,0.3,
Jet Line International,\N,,MJL,MOLDJET,Moldova,false,N,0.3,
Jet Link,\N,,JEK,JET OPS,Israel,false,N,0.3,
Jet Link Aviation,\N,,HTL,HEARTLAND,United States,false,N,0.3,
Jet Norte,\N,,JNR,JET NORTE,Mexico,false,N,0.3,
Jet Rent,\N,,JRN,JET RENT,Mexico,false,N,0.3,
Jet Service,\N,,JDI,JEDI,Poland,false,N,0.3,
Jetstar Asia Airways,\N,3K,JSA,JETSTAR ASIA,Singapore,true,Y,0.3,
Jet Stream,\N,,JSM,JET STREAM,Moldova,false,N,0.3,
Jet Trans Aviation,\N,,JTC,JETRANS,Ghana,false,N,0.3,
Jet-2000,\N,,JTT,MOSCOW JET,Russia,false,N,0.3,
Jet-Ops,\N,,OPS,OPS-JET,United Arab Emirates,false,N,0.3,
Jet2.com,\N,LS,EXS,CHANNEX,United Kingdom,true,Y,0.3,
Jet4You,,8J,JFU,ARGAN,Morocco,true,Y,0.3,
JetAfrica Swaziland,\N,,OSW,BEVO,Swaziland,false,N,0.3,
JetBlue Airways,\N,B6,JBU,JETBLUE,United States,true,Y,0.3,
JetConnect,\N,,QNZ,QANTAS JETCONNECT,New Zealand,false,N,0.3,
JetMagic,\N,,JMG,JET MAGIC,Ireland,false,N,0.3,
Jetairfly,\N,JF,JAF,BEAUTY,Belgium,true,Y,0.3,
Jetall Holdings,\N,,JTL,FIREFLY,Canada,false,N,0.3,
Jetalliance,\N,,JAG,JETALLIANCE,Austria,false,N,0.3,
Jetclub,\N,0J,JCS,JETCLUB,Switzerland,false,N,0.3,
Jetcorp,\N,,UEJ,JETCORP,United States,false,N,0.3,
Jetcraft Aviation,\N,,JCC,JETCRAFT,Australia,false,N,0.3,
Jetex Aviation,\N,,JXA,,Lebanon,false,N,0.3,
Jetflite,\N,,JEF,JETFLITE,Finland,true,Y,0.3,
Jetfly Airlines,\N,,JFL,LINEFLYER,Austria,false,N,0.3,
Jetgo International,\N,,JIC,JIC-JET,Thailand,false,N,0.3,
Jetlink Express,\N,,JLX,KEN JET,Kenya,false,N,0.3,
Jetlink Holland,\N,,JLH,,Netherlands,false,N,0.3,
Jetnova de Aviacion Ejecutiva,\N,,JNV,JETNOVA,Spain,false,N,0.3,
Jetpro,\N,,JPO,JETPRO,Mexico,false,N,0.3,
Jetran Air,\N,,MDJ,JETRAN AIR,Romania,false,N,0.3,
Jetrider International,\N,,JRI,JETRIDER,United Kingdom,false,N,0.3,
Jets Ejecutivos,\N,,JEJ,MEXJETS,Mexico,false,N,0.3,
Jets Personales,\N,,JEP,JET PERSONALES,Spain,false,N,0.3,
Jets Y Servicios Ejecutivos,\N,,JSE,SERVIJETS,Mexico,false,N,0.3,
JetsGo,\N,SG,JGO,JETSGO,Canada,false,N,0.3,
Jetstar Airways,\N,JQ,JST,JETSTAR,Australia,true,Y,0.3,
Jetstream Air,\N,,JSH,STREAM-AIR,Hungary,false,N,0.3,
Jetstream Executive Travel,\N,,JXT,VANNIN,United Kingdom,false,N,0.3,
Jett Paqueteria,\N,,JPQ,JETT PAQUETERIA,Mexico,false,N,0.3,
Jett8 Airlines Cargo,\N,JX,JEC,,Singapore,false,N,0.3,
Jettime,\N,,JTG,JETTIME,Denmark,false,N,0.3,
Jettrain Corporation,\N,,JTN,JETTRAIN,United States,false,N,0.3,
Jetways of Iowa,\N,,JWY,JETWAYS,United States,false,N,0.3,
Jetx Airlines,\N,GX,JXX,JETBIRD,Iceland,false,N,0.3,
Jibair,\N,,JIB,JIBAIRLINE,Djibouti,false,N,0.3,
Jigsaw Project,\N,,JSW,JIGSAW,United Kingdom,false,N,0.3,
Jim Hankins Air Service,\N,,HKN,HANKINS,United States,false,N,0.3,
Jim Ratliff Air Service,\N,,RAS,SHANHIL,United States,false,N,0.3,
Joanas Avialinijos,\N,,JDG,LADYBLUE,Lithuania,false,N,0.3,
Job Air,\N,,JBR,JOBAIR,Czech Republic,false,N,0.3,
Johnson Air,\N,,JHN,AIR JOHNSON,United States,false,N,0.3,
Johnsons Air,\N,,JON,JOHNSONSAIR,Ghana,false,N,0.3,
Johnston Airways,\N,,JMJ,JOHNSTON,United States,false,N,0.3,
Joint Military Commission,\N,,JMM,JOICOMAR,Sudan,false,N,0.3,
Jomartaxi Aereo,\N,,JMT,JOMARTAXI,Mexico,false,N,0.3,
Jonsson,\N,,ODI, H Air Taxi,ODINN,false,N,0.3,
Jordan Aviation,\N,R5,JAV,JORDAN AVIATION,Jordan,false,N,0.3,
Jordan International Air Cargo,\N,,JCI,,Jordan,false,N,0.3,
Jorvik,\N,,JVK,ISLANDIC,Iceland,false,N,0.3,
Ju-Air,\N,,JUR,JUNKERS,Switzerland,false,N,0.3,
Juanda Flying School,\N,,JFS,JAEMCO,Indonesia,false,N,0.3,
Juba Cargo Services & Aviation Company,\N,,JUC,JUBA CARGO,Sudan,false,N,0.3,
Jubba Airways,\N,,JUB,JUBBA,Somali Republic,false,N,0.3,
Jubilee Airways,\N,,DKE,DUKE,United Kingdom,false,N,0.3,
Juneyao Airlines,\N,HO,DKH,JUNEYAO AIRLINES,China,true,Y,0.3,
Justair Scandinavia,\N,,MEY,MELODY,Sweden,false,N,0.3,
Justice Prisoner and Alien Transportation System,\N,,DOJ,JUSTICE,United States,false,N,0.3,
K D Air Corporation,\N,,KDC,KAY DEE,Canada,false,N,0.3,
K S Avia,\N,,KSA,SKY CAMEL,Latvia,false,N,0.3,
K-Mile Air,\N,,KMI,KAY-MILE AIR,Thailand,false,N,0.3,
KD Avia,\N,KD,KNI,KALININGRAD AIR,Russia,true,Y,0.3,
KLM Cityhopper,\N,WA,KLC,CITY,Netherlands,true,Y,0.3,
KLM Helicopter,\N,,KLH,KLM HELI,Netherlands,false,N,0.3,
KLM Royal Dutch Airlines,\N,KL,KLM,KLM,Netherlands,true,Y,0.3,
Kabo Air,\N,N2,QNK,KABO,Nigeria,false,N,0.3,
Kahama Mining Corporation,\N,,KMC,KAHAMA,Tanzania,false,N,0.3,
Kaiser Air,\N,,KAI,KAISER,United States,false,N,0.3,
Kalitta Air,\N,K4,CKS,CONNIE,United States,false,N,0.3,
Kalitta Charters,\N,,KFS,KALITTA,United States,false,N,0.3,
Kallat El Saker Air Company,\N,,KES,KALLAT EL SKER,Libya,false,N,0.3,
Kam Air,\N,RQ,KMF,KAMGAR,Afghanistan,true,Y,0.3,
Kampuchea Airlines,\N,E2,KMP,KAMPUCHEA,Cambodia,false,N,0.3,
Kanaf-Arkia Airlines,\N,,KIZ,,Israel,false,N,0.3,
Kanfey Ha'emek Aviation,\N,,KHE,KANFEY HAEMEK,Israel,false,N,0.3,
Kansas State University,\N,,KSU,K-STATE,United States,false,N,0.3,
Karat,\N,V2,AKT,AVIAKARAT,Russia,false,N,0.3,
Karibu Airways Company,\N,,KRB,KARIBU AIR,Tanzania,false,N,0.3,
Karlog Air Charter,\N,,KLG,KARLOG,Denmark,false,N,0.3,
Karthago Airlines,\N,,KAJ,KARTHAGO,Tunisia,false,N,0.3,
Kartika Airlines,\N,,KAE,KARTIKA,Indonesia,false,N,0.3,
Kata Transportation,\N,,KTV,KATAVIA,Sudan,false,N,0.3,
Katekavia,\N,,KTK,KATEKAVIA,Russia,false,N,0.3,
Kato Airline,\N,,KAT,KATO-AIR,Norway,false,N,0.3,
Kavminvodyavia,\N,KV,MVD,AIR MINVODY,Russia,true,Y,0.3,
Kavouras Inc,\N,,XKA,,United States,false,N,0.3,
Kaz Agros Avia,\N,,KRN,ANTOL,Kazakhstan,false,N,0.3,
Kaz Air West,\N,,KAW,KAZWEST,Kazakhstan,false,N,0.3,
Kazan Aviation Production Association,\N,,KAO,KAZAVAIA,Russia,false,N,0.3,
Kazan Helicopters,\N,,KPH,KAMA,Russia,false,N,0.3,
Kazavia,\N,,KKA,KAKAIR,Kazakhstan,false,N,0.3,
Kazaviaspas,\N,,KZS,SPAKAZ,Kazakhstan,false,N,0.3,
Keenair Charter -,\N,,JFK,KEENAIR,United Kingdom,false,N,0.3,
Kelix Air,\N,,KLX,KELIX,Nigeria,false,N,0.3,
Kelner Airways,\N,,FKL,KELNER,Canada,false,N,0.3,
Kelowna Flightcraft Air Charter,\N,,KFA,FLIGHTCRAFT,Canada,false,N,0.3,
Kendell Airlines,\N,,KDA,KENDELL,Australia,true,Y,0.3,
Kenmore Air,\N,M5,KEN,KENMORE,United States,true,Y,0.3,
Kenn Borek Air,\N,,KBA,BOREK AIR,Canada,false,N,0.3,
Kent Aviation,\N,,KAH,DEKAIR,Canada,false,N,0.3,
Kenya Airways,\N,KQ,KQA,KENYA,Kenya,true,Y,0.3,
Kevis,\N,,KVS,KEVIS,Kazakhstan,false,N,0.3,
Key Airlines,\N,,KEY,KEY AIR,United States,false,N,0.3,
Key Lime Air,\N,,LYM,KEY LIME,United States,false,N,0.3,
Keystone Aerial Surveys,\N,,FTP,FOOTPRINT,United States,false,N,0.3,
Keystone Air Services,\N,BZ,KEE,KEYSTONE,Canada,false,N,0.3,
Khalifa Airways,\N,,KZW,KHALIFA AIR,Algeria,false,N,0.3,
Kharkov Aircraft Manufacturing Company,\N,,WKH,WEST-KHARKOV,Ukraine,false,N,0.3,
Khazar,\N,,KHR,KHAZAR,Turkmenistan,false,N,0.3,
Khoezestan Photros Air Lines,\N,,KHP,PHOTROS AIR,Iran,false,N,0.3,
Khoriv-Avia,\N,,KRV,KHORIV-AVIA,Ukraine,false,N,0.3,
Khors Aircompany,\N,,KHO,AIRCOMPANY KHORS,Ukraine,false,N,0.3,
Khyber Afghan Airlines,\N,,KHY,KHYBER,Afghanistan,false,N,0.3,
Kiev Aviation Plant,\N,,UAK,AVIATION PLANT,Ukraine,false,N,0.3,
King Aviation,\N,,KNG,KING,United Kingdom,false,N,0.3,
Kingfisher Air Services,\N,,BEZ,SEA BREEZE,United States,false,N,0.3,
Kingfisher Airlines,\N,IT,KFR,KINGFISHER,India,true,Y,0.3,
Knighthawk Air Express,\N,,KNX,KNIGHT FLIGHT,Canada,false,N,0.3,
Kingston Air Services,\N,,KAS,KINGSTON AIR,Canada,false,N,0.3,
Kinnarps,\N,,KIP,KINNARPS,Sweden,false,N,0.3,
Kinshasa Airways,\N,,KNS,KINSHASA AIRWAYS,Democratic Republic of the Congo,false,N,0.3,
Kirov Air Enterprise,\N,,KTA,VYATKA-AVIA,Russia,false,N,0.3,
Kish Air,\N,Y9,IRK,KISHAIR,Iran,true,Y,0.3,
Kitty Hawk Aircargo,\N,,KHA,AIR KITTYHAWK,United States,false,N,0.3,
Kitty Hawk Airways,\N,,KHC,CARGO HAWK,United States,false,N,0.3,
Kiwi International Air Lines,\N,KP,KIA,KIWI AIR,United States,false,N,0.3,
Knight Air,\N,,KNA,KNIGHTAIR,Canada,false,N,0.3,
Knighthawk Express,\N,,KHX,RIZZ,United States,false,N,0.3,
Knights Airlines,\N,,KGT,KNIGHT-LINER,Nigeria,false,N,0.3,
Koanda Avacion,\N,,KOA,KOANDA,Spain,false,N,0.3,
Koda International,\N,,OYE,KODA AIR,Nigeria,false,N,0.3,
Kogalymavia Air Company,\N,7K,KGL,KOGALYM,Russia,true,Y,0.3,
Kom Activity,\N,,KOM,COMJET,Netherlands,false,N,0.3,
Komiaviatrans State Air Enterprise,\N,,KMA,KOMI AVIA,Russia,false,N,0.3,
Komiinteravia,,8J,KMV,KOMIINTER,Russia,false,N,0.3,
Komsomolsk-on-Amur Air Enterprise,\N,,KNM,KNAAPO,Russia,false,N,0.3,
Koob-Corp - 96 KFT,\N,,KOB,AUTOFLEX,Hungary,false,N,0.3,
Korean Air,\N,KE,KAL,KOREANAIR,Republic of Korea,true,Y,0.3,
Kosmas Air,\N,,KMG,KOSMAS CARGO,Serbia,false,N,0.3,
Kosmos,\N,,KSM,KOSMOS,Russia,true,Y,0.3,
Kosova Airlines,\N,,KOS,KOSOVA,Serbia,false,N,0.3,
Kovar Air,\N,,WOK,WOKAIR,Czech Republic,false,N,0.3,
Krasnojarsky Airlines,\N,7B,KJC,KRASNOJARSKY AIR,Russia,true,Y,0.3,
Kremenchuk Flight College,\N,,KFC,KREMENCHUK,Ukraine,false,N,0.3,
Krimaviamontag,\N,,KRG,AVIAMONTAG,Ukraine,false,N,0.3,
Kroonk Air Agency,\N,,KRO,KROONK,Ukraine,false,N,0.3,
Krylo Airlines,\N,K9,KRI,Krylo,Russia,false,N,0.3,
Krym,\N,,KYM,CRIMEA AIR,Ukraine,false,N,0.3,
Krystel Air Charter,\N,,OPC,OPTIC,United Kingdom,false,N,0.3,
Kuban Airlines,\N,GW,KIL,AIR KUBAN,Russia,true,Y,0.3,
Kunpeng Airlines,\N,VD,KPA,KUNPENG,China,false,N,0.3,
Kurzemes Avio,\N,,KZA,,Russia,false,N,0.3,
Kustbevakningen,\N,,KBV,SWECOAST,Sweden,false,N,0.3,
Kuwait Airways,\N,KU,KAC,KUWAITI,Kuwait,true,Y,0.3,
Kuzu Airlines Cargo,\N,GO,KZU,KUZU CARGO,Turkey,true,Y,0.3,
Kvadro Aero,\N,,QVR,PEGASO,Kyrgyzstan,false,N,0.3,
Kwena Air,\N,,KWN,KWENA,South Africa,false,N,0.3,
Kyrgyz Airlines,\N,N5,KGZ,BERMET,Kyrgyzstan,false,N,0.3,
Kyrgyz Trans Avia,\N,,KTC,DINARA,Kyrgyzstan,false,N,0.3,
Kyrgyzstan,\N,QH,LYN,ALTYN AVIA,Kyrgyzstan,false,N,0.3,
Kyrgyzstan Airlines,\N,R8,KGA,KYRGYZ,Kyrgyzstan,false,N,0.3,
Kyrgyzstan Department of Aviation,\N,,DAM,FLIGHT RESCUE,Kyrgyzstan,false,N,0.3,
Kyrgz General Aviation,\N,,KGB,KEMIN,Kyrgyzstan,false,N,0.3,
Kibris T,\N,KY,KYV,AIRKIBRIS,Turkey,false,N,0.3,
L A Helicopter,\N,,LAH,STAR SHIP,United States,false,N,0.3,
L J Aviation,\N,,LJY,ELJAY,United States,false,N,0.3,
L R Airlines,\N,,LRB,LADY RACINE,Czech Republic,false,N,0.3,
L&L Flygbildteknik,\N,,PHO,PHOTOFLIGHT,Sweden,false,N,0.3,
L'Express,\N,,LEX,LEX,United States,false,N,0.3,
L-3 Communications Flight Internation Aviation,\N,,FNT,FLIGHT INTERNATIONAL,United States,false,N,0.3,
L.A.B. Flying Service,\N,JF,LAB,LAB,United States,false,N,0.3,
LACSA,\N,LR,LRC,LACSA,Costa Rica,true,Y,0.3,
LADE - Lineas Aereas Del Estado,\N,,LDE,LADE,Argentina,false,N,0.3,
LAI - Linea Aerea IAACA,\N,KG,BNX,AIR BARINAS,Venezuela,false,N,0.3,
LAN Airlines,\N,LA,LAN,LAN,Chile,true,Y,0.3,
LAN Argentina,\N,4M,DSM,LAN AR,Argentina,true,Y,0.3,
LAN Cargo,\N,,LCO,LAN CARGO,Chile,false,N,0.3,
LAN Dominica,\N,,LNC,LANCANA,Dominican Republic,false,N,0.3,
LAN Express,\N,LU,LXP,LANEX,Chile,true,Y,0.3,
LAN Peru,\N,LP,LPE,LANPERU,Peru,true,Y,0.3,
LANSA,\N,,LSA,INTERNACIONAL,Dominican Republic,false,N,0.3,
LAP Colombia - Lineas Aereas Petroleras,\N,,APT, S.A.,LAP,false,N,0.3,
LASTP,\N,,OTN,LASTP,S,false,N,0.3,
LC Busre,\N,,LCB,BUSRE,Peru,false,N,0.3,
LOT Polish Airlines,\N,LO,LOT,POLLOT,Poland,true,Y,0.3,
LTE International Airways,\N,XO,LTE,FUN JET,Spain,true,Y,0.3,
LTU Austria,\N,L3,LTO,BILLA TRANSPORT,Austria,true,Y,0.3,
LTU International,\N,LT,LTU,LTU,Germany,false,N,0.3,
LTV Jet Fleet Corporation,\N,,JFC,JET-FLEET,United States,false,N,0.3,
LUKoil-Avia,\N,,LUK,LUKOIL,Russia,false,N,0.3,
La Ronge Aviation Services,\N,,ASK,AIR SASK,Canada,false,N,0.3,
La Valenciana Taxi Aereo,\N,,LVT,TAXIVALENCIANA,Mexico,false,N,0.3,
Labcorp,\N,,SKQ,SKYLAB,United States,false,N,0.3,
Labrador Airways,\N,,LAL,LAB AIR,Canada,false,N,0.3,
Lagun Air,\N,N6,JEV,,Spain,false,N,0.3,
Lake Havasu Air Service,\N,,HCA,HAVASU,United States,false,N,0.3,
Lakeland Aviation,\N,,LKL,LAKELAND,United States,false,N,0.3,
Laker Airways,\N,,LKR,LAKER,United States,false,N,0.3,
Laker Airways (Bahamas),\N,,LBH,LAKER BAHAMAS,United States,false,N,0.3,
Lamra,\N,,LMR,LAMAIR,Sudan,false,N,0.3,
Lanaes Aereas Trans Costa Rica,\N,,TCR,TICOS,Costa Rica,false,N,0.3,
Landsflug,\N,,ISL,ISLANDIA,Iceland,false,N,0.3,
Langtry Flying Group,\N,,PAP,PROFLIGHT,United Kingdom,false,N,0.3,
Lankair,\N,IK,LKN,Lankair,Sri Lanka,false,N,0.3,
Lanza Air,\N,,LZA,AEROLANZA,Spain,false,N,0.3,
Lanzarote Aerocargo,\N,,LZT,BARAKA,Spain,false,N,0.3,
Lao Air Company,\N,,LLL,LAVIE,Lao Peoples Democratic Republic,false,N,0.3,
Lao Airlines,\N,QV,LAO,LAO,Lao Peoples Democratic Republic,true,Y,0.3,
Lao Capricorn Air,\N,,LKA,NAKLOA,Lao Peoples Democratic Republic,false,N,0.3,
Laoag International Airlines,\N,L7,LPN,LAOAG AIR,Philippines,false,N,0.3,
Laredo Air,\N,,LRD,LAREDO AIR,United States,false,N,0.3,
LatCharter,\N,,LTC,LATCHARTER,Latvia,true,Y,0.3,
Latvian Air Force,\N,,LAF,LATVIAN AIRFORCE,Latvia,false,N,0.3,
Lauda Air,\N,NG,LDA,LAUDA AIR,Austria,true,Y,0.3,
Lauda Air Italy,\N,,LDI,LAUDA ITALY,Italy,false,N,0.3,
Laughlin Express,\N,,LEP,LAUGHLIN EXPRESS,United States,false,N,0.3,
Laus,\N,,LSU,LAUS AIR,Croatia,false,N,0.3,
Lawrence Aviation,\N,,LAR,LAWRENCE,United States,false,N,0.3,
Layang-Layang Aerospace,\N,,LAY,LAYANG,Malaysia,false,N,0.3,
Lease-a-Plane International,\N,,LPL,LEASE-A-PLANE,United States,false,N,0.3,
Lebanese Air Transport,\N,LQ,LAQ,LAT,Lebanon,false,N,0.3,
Lebanese Air Transport (Charter),\N,,LAT,LEBANESE AIR,Lebanon,false,N,0.3,
Lebanon Airport Development Corporation,\N,,LAD,LADCO-AIR,United States,false,N,0.3,
Leconte Airlines,\N,,LCA,LECONTE,United States,false,N,0.3,
Leeward Islands Air Transport,\N,LI,LIA,LIAT,Antigua and Barbuda,true,Y,0.3,
Legend Airlines,\N,,LGD,LEGENDARY,United States,false,N,0.3,
Leisure Air,\N,,LWD,LEISURE WORLD,United States,false,N,0.3,
Lentini Aviation,\N,,LEN,LENTINI,United States,false,N,0.3,
Leo-Air,\N,,LOR,LEO CHARTER,South Africa,false,N,0.3,
Leonsa De Aviacion,\N,,LEL,LEONAVIA,Spain,false,N,0.3,
Libyan Airlines,\N,,LYW,LIBYAN AIRWAYS,Libya,false,N,0.3,
Libyan Arab Airlines,\N,LN,LAA,LIBAIR,Libya,true,Y,0.3,
Libyan Arab Air Cargo,\N,,LCR,LIBAC,Libya,false,N,0.3,
Lid Air,\N,,LIQ,,Sweden,false,N,0.3,
Lignes Aeriennes Congolaises,\N,,LCG,CONGOLAISE,Democratic Republic of the Congo,false,N,0.3,
Lignes Aeriennes Du Tchad,\N,,LKD,LATCHAD,Chad,false,N,0.3,
Lignes Mauritaniennes Air Express,\N,,LME,LIMAIR EXPRESS,Mauritania,false,N,0.3,
Lignes Nationales Aeriennes - Linacongo,\N,,GCB,LINACONGO,Republic of the Congo,false,N,0.3,
Lincoln Air National Guard,\N,,GDQ,,United States,false,N,0.3,
Lincoln Airlines,\N,,LRT,,Australia,false,N,0.3,
Lindsay Aviation,\N,,LSY,LINDSAY AIR,United States,false,N,0.3,
Linea Aerea Costa Norte,\N,,NOT,COSTA NORTE,Chile,false,N,0.3,
Linea Aerea Mexicana de Carga,\N,,LMC,LINEAS DECARGA,Mexico,false,N,0.3,
Linea Aerea SAPSA,\N,L7,LNP,SAPSA,Chile,false,N,0.3,
Linea Aerea de Fumig Aguas Negras,\N,,NEG,AGUAS NEGRAS,Chile,false,N,0.3,
Linea Aerea de Servicio Ejecutivo Regional,\N,8z,LER,LASER,Venezuela,false,N,0.3,
Linea De Aeroservicios,\N,,LSE,,Chile,false,N,0.3,
Linea Turistica Aerotuy,\N,LD,TUY,AEREOTUY,Venezuela,false,N,0.3,
Lineas Aereas Alaire S.L.,\N,,ALR,AEROLAIRE,Spain,false,N,0.3,
Lineas Aereas Azteca,\N,ZE,LCD,LINEAS AZTECA,Mexico,false,N,0.3,
Lineas Aereas Canedo LAC,\N,,LCN,CANEDO,Bolivia,false,N,0.3,
Lineas Aereas Comerciales,\N,,LCM,LINEAS COMERCIALES,Mexico,false,N,0.3,
Lineas Aereas Ejectuivas De Durango,\N,,EDD,LINEAS DURANGO,Mexico,false,N,0.3,
Lineas Aereas Eldorado,\N,,EDR,ELDORADRO,Colombia,false,N,0.3,
Lineas Aereas Federales,\N,,FED,FEDERALES,Argentina,false,N,0.3,
Lineas Aereas Monarca,\N,,LMN,LINEAS MONARCA,Mexico,false,N,0.3,
Lineas Aereas San Jose,\N,,LIJ,LINEAS JOSE,Mexico,false,N,0.3,
Lineas Aereas del Humaya,\N,,UMA,HUMAYA,Mexico,false,N,0.3,
Linex,\N,,LEC,LECA,Central African Republic,false,N,0.3,
Linhas Aereas Santomenses,\N,,SMS,SANTOMENSES,S,false,N,0.3,
Linhas A,\N,LM,LAM,MOZAMBIQUE,Mozambique,true,Y,0.3,
Link Airways of Australia,\N,,LAW,,Australia,false,N,0.3,
Lion Air Services,\N,,WGT,WORLDGATE,United Kingdom,false,N,0.3,
Lion Mentari Airlines,\N,JT,LNI,LION INTER,Indonesia,true,Y,0.3,
Lions-Air,\N,,LEU,LIONSAIR,Switzerland,false,N,0.3,
Lithuanian Air Force,\N,,LYF,LITHUANIAN AIRFORCE,Lithuania,false,N,0.3,
Little Red Air Service,\N,,LRA,LITTLE RED,Canada,false,N,0.3,
Livingston,\N,LM,LVG,LIVINGSTON,Italy,false,N,0.3,
Lloyd Aereo Boliviano,\N,LB,LLB,LLOYDAEREO,Bolivia,false,N,0.3,
Lnair Air Services,\N,,LNA,ELNAIR,Spain,false,N,0.3,
Lockheed Air Terminal,\N,,XLG,,United States,false,N,0.3,
Lockeed Aircraft Corporation,\N,,LAC,LOCKHEED,United States,false,N,0.3,
Lockheed DUATS,\N,,XDD,,United States,false,N,0.3,
Lockheed Martin Aeronautics,\N,,CBD,CATBIRD,United States,false,N,0.3,
Lockheed Martin Aeronautics Company,\N,,LNG,LIGHTNING,United States,false,N,0.3,
Logan Air,\N,,LOG,LOGAN,United Kingdom,false,N,0.3,
Lom Praha Flying School,\N,,CLV,AEROTRAINING,Czech Republic,false,N,0.3,
Lomas Helicopters,\N,,LMS,LOMAS,United Kingdom,false,N,0.3,
London City Airport Jet Centre,\N,,LCY,LONDON CITY,United Kingdom,false,N,0.3,
London Executive Aviation,\N,,LNX,LONEX,United Kingdom,false,N,0.3,
London Flight Centre (Stansted),\N,,LOV,LOVEAIR,United Kingdom,false,N,0.3,
London Helicopter Centres,\N,,LHC,MUSTANG,United Kingdom,false,N,0.3,
Lone Star Airlines,\N,,LSS,LONE STAR,United States,false,N,0.3,
Long Island Airlines,\N,,ORA,LONG ISLAND,United States,false,N,0.3,
Longtail Aviation,\N,,LGT,LONGTAIL,Bermuda,false,N,0.3,
Lorraine Aviation,\N,,LRR,LORRAINE,France,false,N,0.3,
Los Cedros Aviacion,\N,,LSC,CEDROS,Chile,false,N,0.3,
Lotus Air,\N,,TAS,LOTUS FLOWER,Egypt,false,N,0.3,
Luchtvaartmaatschappij Twente,\N,,LTW,TWENTAIR,Netherlands,false,N,0.3,
Lucky Air,\N,,LKE,LUCKY AIR,China,false,N,0.3,
Luft Carago,\N,,LUT,LUGO,South Africa,false,N,0.3,
Luftfahrt-Vermietungs-Dienst,\N,,LVD,AIR SANTE,Austria,false,N,0.3,
Luftfahrtgesellschaft Walter,\N,HE,LGW,WALTER,Germany,true,Y,0.3,
Lufthansa,\N,LH,DLH,LUFTHANSA,Germany,true,Y,0.3,
Lufthansa Cargo,\N,LH,GEC,LUFTHANSA CARGO,Germany,true,Y,0.3,
Lufthansa CityLine,\N,CL,CLH,HANSALINE,Germany,true,Y,0.3,
Lufthansa Systems,\N,L1,,,Germany,false,N,0.3,
Lufthansa Technik,\N,,LHT,LUFTHANSA TECHNIK,Germany,false,N,0.3,
Lufttaxi Fluggesellschaft,,DV,LTF,Garfield,Germany,false,N,0.3,
Lufttransport,\N,L5,LTR,LUFT TRANSPORT,Norway,true,Y,0.3,
Luhansk,\N,,LHS,ENTERPRISE LUHANSK,Ukraine,false,N,0.3,
Lund University School of Aviation,\N,,UNY,UNIVERSITY,Sweden,false,N,0.3,
Luxair,\N,LG,LGL,LUXAIR,Luxembourg,true,Y,0.3,
Luxaviation,\N,,LXA,RED LION,Luxembourg,false,N,0.3,
Luxembourg Air Rescue,\N,,LUV,LUX RESCUE,Luxembourg,false,N,0.3,
Luxflight Executive,\N,,LFE,LUX EXPRESS,Luxembourg,false,N,0.3,
Luxor Air,\N,,LXO,,Egypt,false,N,0.3,
Luzair,\N,,LUZ,LISBON JET,Portugal,false,N,0.3,
Lviv Airlines,\N,5V,UKW,UKRAINE WEST,Ukraine,false,N,0.3,
Lydd Air,\N,,LYD,LYDDAIR,United Kingdom,false,N,0.3,
Lynch Flying Service,\N,,LCH,LYNCH AIR,United States,false,N,0.3,
Lynden Air Cargo,\N,L2,LYC,LYNDEN,United States,false,N,0.3,
Lynx Air International,\N,,LXF,LYNX FLIGHT,United States,false,N,0.3,
Lynx Aviation,\N,,LYX,LYNX AIR,Pakistan,false,N,0.3,
L,\N,MJ,LPR,LAPA,Argentina,true,Y,0.3,
L,\N,,LAU,SURAMERICANO,Colombia,false,N,0.3,
M & N Aviation,\N,,JNH,JONAH,United States,false,N,0.3,
MAC Fotografica,\N,,MCF,MAC FOTO,Spain,false,N,0.3,
MANAG'AIR,\N,,MRG,MANAG'AIR,France,false,N,0.3,
MAP-Management and Planung,\N,,MPJ,MAPJET,Austria,false,N,0.3,
